 1501734376.934072	0.000000	0.000000	0.000000	-7.802953	-1.115383	1.971075	0.000000	0.000000	0.000000	-213.268341	-47.065594	359.052860	0.000000	0.000000	0.000000
 1501734376.969071	0.000000	0.000000	0.000000	-7.808929	-1.118438	1.966018	0.000000	0.000000	0.000000	-213.295131	-47.031295	359.050925	0.000000	0.000000	0.000000
 1501734377.915459	0.000000	0.000000	0.000000	-7.815575	-1.125349	1.968454	0.000000	0.000000	0.000000	-213.289784	-47.078313	359.056138	0.000000	0.000000	0.000000
 1501734378.425445	0.000000	0.000000	0.000000	-7.780861	-1.127458	1.968297	0.000000	0.000000	0.000000	-213.282675	-47.058971	359.040279	0.000000	0.000000	0.000000
 1501734378.456904	0.000000	0.000000	0.000000	-7.807206	-1.127611	1.970019	0.000000	0.000000	0.000000	-213.285748	-47.071800	359.045541	0.000000	0.000000	0.000000
 1501734378.655769	0.000000	0.000000	0.000000	-7.815126	-1.107618	1.968405	0.000000	0.000000	0.000000	-213.286835	-47.034716	359.129044	0.000000	0.000000	0.000000
 1501734379.040184	0.000000	0.000000	0.000000	-7.827303	-1.139326	1.963302	0.000000	0.000000	0.000000	-213.255376	-47.059680	359.075284	0.000000	0.000000	0.000000
 1501734379.426841	0.000000	0.000000	0.000000	-7.809836	-1.107902	1.965170	0.000000	0.000000	0.000000	-213.313094	-47.051895	359.088674	0.000000	0.000000	0.000000
 1501734379.731886	0.000000	0.000000	0.000000	-7.813263	-1.102998	1.973945	0.000000	0.000000	0.000000	-213.301329	-47.081560	359.105307	0.000000	0.000000	0.000000
 1501734379.756361	0.000000	0.000000	0.000000	-7.813263	-1.102998	1.973945	0.000000	0.000000	0.000000	-213.301329	-47.081560	359.105307	0.000000	0.000000	0.000000
 1501734380.065394	0.000000	0.000000	0.000000	-7.796410	-1.106656	1.968489	0.000000	0.000000	0.000000	-213.290716	-47.065740	359.095259	0.000000	0.000000	0.000000
 1501734380.090529	0.000000	0.000000	0.000000	-7.796410	-1.106656	1.968489	0.000000	0.000000	0.000000	-213.290716	-47.065740	359.095259	0.000000	0.000000	0.000000
 1501734380.120478	0.000000	0.000000	0.000000	-7.814521	-1.133851	1.970177	0.000000	0.000000	0.000000	-213.267984	-47.061097	359.099440	0.000000	0.000000	0.000000
 1501734380.658090	0.000000	0.000000	0.000000	-7.810928	-1.124636	1.969025	0.000000	0.000000	0.000000	-213.284579	-47.065502	359.105970	0.000000	0.000000	0.000000
 1501734380.962859	0.000000	0.000000	0.000000	-7.783403	-1.104494	1.961200	0.000000	0.000000	0.000000	-213.298999	-47.026459	359.090169	0.000000	0.000000	0.000000
 1501734380.991335	0.000000	0.000000	0.000000	-7.815208	-1.123638	1.976865	0.000000	0.000000	0.000000	-213.261122	-47.073833	359.116315	0.000000	0.000000	0.000000
 1501734381.306406	0.000000	0.000000	0.000000	-7.784512	-1.104159	1.967771	0.000000	0.000000	0.000000	-213.280607	-47.058094	359.087852	0.000000	0.000000	0.000000
 1501734381.335431	0.000000	0.000000	0.000000	-7.784512	-1.104159	1.967771	0.000000	0.000000	0.000000	-213.280607	-47.058094	359.087852	0.000000	0.000000	0.000000
 1501734381.535327	0.000000	0.000000	0.000000	-7.819036	-1.138659	1.958416	0.000000	0.000000	0.000000	-213.277773	-47.050715	359.010788	0.000000	0.000000	0.000000
 1501734381.561604	0.000000	0.000000	0.000000	-7.819036	-1.138659	1.958416	0.000000	0.000000	0.000000	-213.277773	-47.050715	359.010788	0.000000	0.000000	0.000000
 1501734381.588995	0.000000	0.000000	0.000000	-7.792958	-1.127269	1.964575	0.000000	0.000000	0.000000	-213.288258	-47.062317	359.005855	0.000000	0.000000	0.000000
 1501734381.615505	0.000000	0.000000	0.000000	-7.801073	-1.139420	1.971064	0.000000	0.000000	0.000000	-213.275384	-47.062905	359.017328	0.000000	0.000000	0.000000
 1501734381.648076	0.000000	0.000000	0.000000	-7.791956	-1.128331	1.972789	0.000000	0.000000	0.000000	-213.259860	-47.066274	359.031106	0.000000	0.000000	0.000000
 1501734381.821099	0.000000	0.000000	0.000000	-7.833640	-1.125636	1.968557	0.000000	0.000000	0.000000	-213.292058	-47.066298	359.100771	0.000000	0.000000	0.000000
 1501734382.167609	0.000000	0.000000	0.000000	-7.828385	-1.103171	1.972971	0.000000	0.000000	0.000000	-213.283791	-47.053989	359.163097	0.000000	0.000000	0.000000
 1501734382.682939	0.000000	0.000000	0.000000	-7.814628	-1.127376	1.971331	0.000000	0.000000	0.000000	-213.280154	-47.060614	359.108729	0.000000	0.000000	0.000000
 1501734383.113280	0.000000	0.000000	0.000000	-7.805312	-1.100983	1.972012	0.000000	0.000000	0.000000	-213.274822	-47.050236	359.162662	0.000000	0.000000	0.000000
 1501734383.139423	0.000000	0.000000	0.000000	-7.869363	-1.134342	1.961014	0.000000	0.000000	0.000000	-213.289441	-47.048819	359.151162	0.000000	0.000000	0.000000
 1501734383.168362	0.000000	0.000000	0.000000	-7.766283	-1.142437	1.966379	0.000000	0.000000	0.000000	-213.257221	-47.036365	358.937561	0.000000	0.000000	0.000000
 1501734383.192169	0.000000	0.000000	0.000000	-7.766283	-1.142437	1.966379	0.000000	0.000000	0.000000	-213.257221	-47.036365	358.937561	0.000000	0.000000	0.000000
 1501734383.334028	0.000000	0.000000	0.000000	-7.804484	-1.136639	1.964375	0.000000	0.000000	0.000000	-213.276598	-47.044525	359.006025	0.000000	0.000000	0.000000
 1501734384.275371	0.000000	0.000000	0.000000	-7.797890	-1.130018	1.968871	0.000000	0.000000	0.000000	-213.274105	-47.048055	359.002274	0.000000	0.000000	0.000000
 1501734384.345783	0.000000	0.000000	0.000000	-7.807058	-1.131450	1.963978	0.000000	0.000000	0.000000	-213.282366	-47.047817	359.048339	0.000000	0.000000	0.000000
 1501734384.371281	0.000000	0.000000	0.000000	-7.807514	-1.133114	1.957380	0.000000	0.000000	0.000000	-213.287058	-47.032758	359.037824	0.000000	0.000000	0.000000
 1501734384.836635	0.000000	0.000000	0.000000	-7.802509	-1.109335	1.964503	0.000000	0.000000	0.000000	-213.314184	-47.033430	359.080184	0.000000	0.000000	0.000000
 1501734384.863231	0.000000	0.000000	0.000000	-7.803159	-1.133332	1.965830	0.000000	0.000000	0.000000	-213.294961	-47.057016	358.984525	0.000000	0.000000	0.000000
 1501734384.887044	0.000000	0.000000	0.000000	-7.803159	-1.133332	1.965830	0.000000	0.000000	0.000000	-213.294961	-47.057016	358.984525	0.000000	0.000000	0.000000
 1501734384.912771	0.000000	0.000000	0.000000	-7.779007	-1.110283	1.971101	0.000000	0.000000	0.000000	-213.276708	-47.051827	359.049398	0.000000	0.000000	0.000000
